Length (ft),Length (in),Total Length (ft),Gender,Receipt Amount,Date Caught,Time of Day,Location Caught,Weight (lbs),Species,SFWMDPyMo #
9,11,9.92,Male,$200.00,9/19/2019,0:10,Rocky Glades,18.00,Burmese,2562
6,0,6.00,Female,$100.00,9/18/2019,0:15,Rocky Glades,2.00,Burmese,2561
3,2,3.17,Female,$50.00,9/21/2019,22:15,Rocky Glades,1.00,Burmese,2564
6,8,6.67,Female,$125.00,9/24/2019,22:20,Rocky Glades,2.00,Burmese,2566
6,8,6.67,Female,$125.00,9/27/2019,21:58,L-28T,8.00,Burmese,2572
6,9,6.75,Female,$125.00,9/27/2019,23:37,L-28T,5.00,Burmese,2573
6,5,6.42,Female,$100.00,9/29/2019,2:57,L-29,3.00,Burmese,2574
7,9,7.75,Male,$150.00,9/30/2019,22:58,L-31N,6.00,Burmese,2575
9,3,9.25,Male,$175.00,9/23/2019,21:06,L-28T,15.00,Burmese,2576
9,3,9.25,Male,$175.00,9/24/2019,0:10,L-28T,18.00,Burmese,2577
6,10,6.83,Female,N/A,9/26/2019,22:09,L-28T,8.00,Burmese,2679
6,5,6.42,Female,N/A,9/27/2019,22:31,L-28T,6.10,Burmese,2680
8,6,8.50,Female,$175.00,12/30/2018,22:00,Rocky Glades,10.00,Burmese,2580
6,0,6.00,Female,$100.00,9/7/2019,23:45,L-28T,2.00,Burmese,2582
6,6,6.50,Female,$125.00,9/8/2019,22:00,Rocky Glades,7.00,Burmese,2581
7,7,7.58,Female,$150.00,9/20/2019,20:45,Rocky Glades,10.00,Burmese,2579
9,3,9.25,Male,$175.00,9/21/2019,22:20,L-28T,24.00,Burmese,2578
6,0,6.00,Male,$100.00,9/26/2019,22:05,Rocky Glades,4.00,Burmese,2583
7,1,7.08,Male,$125.00,9/26/2019,22:10,L-28T,15.00,Burmese,2595
13,0,13.00,Female,$275.00,9/28/2019,21:39,L-28T,48.00,Burmese,2596
8,3,8.25,Male,$150.00,9/29/2019,1:10,L-28T,9.00,Burmese,2594
7,7,7.58,Female,$150.00,9/28/2019,0:23,L-28T,22.00,Burmese,2567
6,9,6.75,Male,$125.00,9/29/2019,21:07,L-28T,20.00,Burmese,2568
10,4,10.33,Female,$200.00,9/29/2019,22:17,L-28T,38.00,Burmese,2569
7,2,7.17,Male,$125.00,10/4/2019,20:57,L-28T,21.00,Burmese,2570
3,7,3.58,Male,$50.00,10/6/2019,21:15,L-28T,3.00,Burmese,2571
6,6,6.50,Female,$125.00,10/4/2019,20:25,Rocky Glades,3.00,Burmese,2584
7,4,7.33,Female,$125.00,8/10/2019,0:25,Rocky Glades,5.00,Burmese,2587
7,6,7.50,Male,$150.00,8/23/2019,22:53,Rocky Glades,9.00,Burmese,2586
7,3,7.25,Female,$125.00,9/6/2019,23:02,L-28T,6.00,Burmese,2585
6,11,6.92,Female,$125.00,9/27/2019,21:45,Rocky Glades,4.00,Burmese,2588
5,10,5.83,Female,$100.00,9/8/2019,21:20,Rocky Glades,3.00,Burmese,2590
7,4,7.33,Female,$125.00,9/27/2019,20:50,Rocky Glades,7.00,Burmese,2589
4,0,4.00,Female,$50.00,9/14/2019,0:45,L-28T,2.00,Burmese,2591
3,8,3.67,Female,$50.00,9/28/2019,20:37,L-28T,2.00,Burmese,2592
5,0,5.00,Male,$75.00,10/4/2019,23:29,L-21E,4.00,Burmese,2593
4,6,4.50,Female,$75.00,10/2/2019,20:10,Rocky Glades,2.00,Burmese,2598
6,2,6.17,Male,$100.00,10/2/2019,21:30,Rocky Glades,5.00,Burmese,2599
8,6,8.50,Female,$175.00,10/8/2019,21:30,Rocky Glades,10.00,Burmese,2600
8,7,8.58,Male,$175.00,10/9/2019,21:15,Rocky Glades,15.00,Burmese,2601
7,7,7.58,Female,$150.00,10/9/2019,22:20,Rocky Glades,7.00,Burmese,2602
7,6,7.50,Female,$150.00,10/4/2019,20:10,L-28T,10.00,Burmese,2603
8,6,8.50,Male,$175.00,10/5/2019,1:55,L-28T,16.00,Burmese,2604
8,6,8.50,Male,$175.00,10/5/2019,2:15,L-28T,16.00,Burmese,2605
7,6,7.50,Male,$150.00,9/23/2019,21:59,Rocky Glades,8.00,Burmese,2606
7,6,7.50,Male,$150.00,9/23/2019,23:59,Rocky Glades,8.00,Burmese,2607
8,0,8.00,Female,$150.00,10/10/2019,19:45,Rocky Glades,17.00,Burmese,2608
8,6,8.50,Male,$175.00,10/10/2019,20:05,Rocky Glades,15.00,Burmese,2609
7,6,7.50,Female,$150.00,10/10/2019,20:15,Rocky Glades,9.00,Burmese,2610
8,6,8.50,Male,$175.00,10/10/2019,21:10,Rocky Glades,11.00,Burmese,2611
8,7,8.58,Female,$175.00,10/10/2019,22:32,Rocky Glades,14.00,Burmese,2612
6,11,6.92,Female,$125.00,10/11/2019,19:35,Rocky Glades,6.00,Burmese,2613
7,6,7.50,Female,$150.00,10/11/2019,20:00,Rocky Glades,12.00,Burmese,2614
9,8,9.67,Male,$200.00,10/11/2019,21:46,Rocky Glades,27.00,Burmese,2615
7,0,7.00,Female,$125.00,10/12/2019,20:15,Rocky Glades,8.00,Burmese,2616
3,6,3.50,Male,$50.00,10/3/2019,21:28,L-31W,2.00,Burmese,2617
8,9,8.75,Male,$175.00,10/16/2019,22:00,L-31N,9.00,Burmese,2618
7,0,7.00,Female,$125.00,10/16/2019,22:36,L-31N,8.00,Burmese,2619
6,8,6.67,Female,$125.00,10/16/2019,0:10,L-31N,5.00,Burmese,2620
9,9,9.75,Male,$200.00,10/17/2019,0:52,L-31N,18.00,Burmese,2621
6,7,6.58,Female,$125.00,10/17/2019,1:23,L-31N,6.00,Burmese,2622
9,11,9.92,Female,$200.00,10/10/2019,0:50,Rocky Glades,24.00,Burmese,2623
6,0,6.00,Female,$100.00,10/14/2019,20:30,C-357,3.00,Burmese,2624
7,4,7.33,Female,$125.00,10/14/2019,23:00,Rocky Glades,8.00,Burmese,2625
8,6,8.50,Female,$175.00,10/17/2019,19:30,Rocky Glades,14.00,Burmese,2626
7,1,7.08,Female,$125.00,10/19/2019,20:15,Rocky Glades,7.00,Burmese,2627
6,0,6.00,Male,$100.00,10/19/2019,20:35,Rocky Glades,4.00,Burmese,2628
6,1,6.08,Female,$100.00,10/19/2019,21:10,Rocky Glades,4.00,Burmese,2629
7,0,7.00,Male,$125.00,10/19/2019,21:19,Rocky Glades,7.00,Burmese,2630
8,4,8.33,Male,$150.00,10/20/2019,20:22,Rocky Glades,11.00,Burmese,2631
3,0,3.00,Male,$50.00,9/10/2019,23:15,L-28T,2.00,Burmese,2632
4,2,4.17,Female,$50.00,10/15/2019,19:51,Rocky Glades,1.00,Burmese,2633
6,0,6.00,Female,$100.00,10/18/2019,22:00,Rocky Glades,4.00,Burmese,2634
7,11,7.92,Female,$150.00,10/21/2019,23:11,Rocky Glades,10.00,Burmese,2635
7,8,7.67,Male,$150.00,10/22/2019,20:25,Rocky Glades,12.00,Burmese,2636
6,8,6.67,Male,$125.00,10/22/2019,23:47,Rocky Glades,4.00,Burmese,2637
6,9,6.75,Male,$125.00,10/22/2019,21:19,Rocky Glades,8.00,Burmese,2638
8,6,8.50,Female,$175.00,10/22/2019,19:57,L-31N,12.00,Burmese,2639
4,8,4.67,Female,$75.00,10/23/2019,19:47,L-31N,1.00,Burmese,2640
7,0,7.00,Female,$125.00,10/23/2019,19:46,L-31N,8.00,Burmese,2641
8,6,8.50,Female,$175.00,10/17/2019,22:45,Rocky Glades,20.00,Burmese,2667
6,10,6.83,Male,$125.00,10/17/2019,23:00,Rocky Glades,8.00,Burmese,2668
6,9,6.75,Male,$125.00,10/18/2019,0:35,Rocky Glades,8.00,Burmese,2669
8,5,8.42,Male,$150.00,10/23/2019,20:10,Rocky Glades,10.00,Burmese,2670
7,9,7.75,Female,$150.00,10/23/2019,22:30,Rocky Glades,16.00,Burmese,2671
9,6,9.50,Female,$200.00,10/24/2019,0:00,Rocky Glades,24.00,Burmese,2672
5,7,5.58,Male,$100.00,10/27/2019,0:30,L-31E,3.00,Burmese,2644
8,0,8.00,Female,$150.00,10/28/2019,20:38,Rocky Glades,9.00,Burmese,2643
6,10,6.83,Male,$125.00,10/11/2019,20:50,Rocky Glades,5.00,Burmese,2645
8,9,8.75,Female,$175.00,10/11/2019,21:50,Rocky Glades,16.00,Burmese,2646
3,11,3.92,Female,$50.00,10/11/2019,22:48,Rocky Glades,1.00,Burmese,2647
2,5,2.42,Male,$50.00,10/11/2019,23:32,Rocky Glades,1.00,Burmese,2648
6,11,6.92,Male,$125.00,10/18/2019,20:44,Rocky Glades,7.00,Burmese,2649
7,6,7.50,Male,$150.00,10/18/2019,22:55,Rocky Glades,4.00,Burmese,2650
8,8,8.67,Male,$175.00,10/19/2019,23:12,Rocky Glades,16.00,Burmese,2651
6,10,6.83,Female,$125.00,10/19/2019,23:20,Rocky Glades,8.00,Burmese,2652
7,8,7.67,Male,$150.00,10/20/2019,0:47,Rocky Glades,10.00,Burmese,2653
5,2,5.17,Male,$75.00,10/20/2019,20:39,Rocky Glades,2.00,Burmese,2654
7,10,7.83,Male,N/A,10/31/2019,21:03,Rocky Glades,12.60,Burmese,2642
10,6,10.50,Male,$225.00,10/30/2019,19:50,Rocky Glades,20.00,Burmese,2655
10,0,10.00,Male,$200.00,10/30/2019,20:25,Rocky Glades,24.00,Burmese,2656
7,8,7.67,Male,$150.00,10/30/2019,20:34,Rocky Glades,8.00,Burmese,2657
7,1,7.08,Male,$125.00,10/28/2019,20:00,Rocky Glades,8.00,Burmese,2658
7,4,7.33,Female,$125.00,10/28/2019,22:00,Rocky Glades,7.00,Burmese,2659
11,8,11.67,Male,$250.00,10/29/2019,0:00,Rocky Glades,30.00,Burmese,2660
4,1,4.08,Female,$50.00,10/29/2019,22:40,L-28T,1.00,Burmese,2661
6,11,6.92,Male,$125.00,10/29/2019,23:45,L-28T,7.00,Burmese,2662
3,8,3.67,Male,$50.00,10/29/2019,23:55,L-28T,1.00,Burmese,2663
9,2,9.17,Male,$175.00,10/30/2019,0:55,L-28T,20.00,Burmese,2664
7,0,7.00,Male,$125.00,10/30/2019,19:20,Rocky Glades,8.00,Burmese,2665
7,6,7.50,Male,$150.00,10/30/2019,20:55,Rocky Glades,10.00,Burmese,2666
8,2,8.17,Male,$150.00,11/2/2019,21:44,Rocky Glades,17.00,Burmese,2673
3,7,3.58,Female,$50.00,9/7/2019,1:40,L-28T,1.00,Burmese,2674
6,10,6.83,Male,$125.00,10/1/2019,20:20,L-28T,8.00,Burmese,2678
8,4,8.33,Male,$150.00,10/2/2019,0:30,L-28T,16.00,Burmese,2675
7,8,7.67,Female,$150.00,10/22/2019,23:15,L-28T,10.00,Burmese,2677
7,2,7.17,Female,$125.00,10/29/2019,20:45,L-28T,10.00,Burmese,2676
8,10,8.83,Male,$175.00,11/5/2019,19:10,Frog Pond,20.00,Burmese,2681
6,2,6.17,Female,$100.00,11/1/2019,22:50,Rocky Glades,6.00,Burmese,2688
7,10,7.83,Female,$150.00,11/4/2019,18:40,Rocky Glades,12.00,Burmese,2682
8,3,8.25,Male,$150.00,11/4/2019,21:15,Rocky Glades,16.00,Burmese,2683
6,8,6.67,Male,$125.00,11/4/2019,23:10,Rocky Glades,6.00,Burmese,2684
7,6,7.50,Male,$150.00,11/5/2019,1:10,Rocky Glades,8.00,Burmese,2685
6,7,6.58,Male,$125.00,11/5/2019,21:05,Rocky Glades,8.00,Burmese,2686
4,1,4.08,Male,$50.00,11/6/2019,0:15,Rocky Glades,2.00,Burmese,2687
7,9,7.75,Female,$150.00,10/29/2019,20:29,Rocky Glades,10.00,Burmese,2689
10,0,10.00,Female,$200.00,11/6/2019,19:40,Rocky Glades,32.00,Burmese,2690
3,9,3.75,Female,$50.00,11/6/2019,20:00,Rocky Glades,1.00,Burmese,2691
6,6,6.50,Male,$125.00,11/6/2019,20:15,Rocky Glades,6.00,Burmese,2692
6,6,6.50,Male,$125.00,10/25/2019,20:15,Rocky Glades,6.00,Burmese,2693
10,6,10.50,Male,$225.00,11/25/2019,18:41,L-31E,32.00,Burmese,2694
8,7,8.58,Male,$175.00,11/14/2019,19:10,Rocky Glades,18.00,Burmese,2695
7,6,7.50,Female,$150.00,11/14/2019,19:20,Rocky Glades,9.00,Burmese,2696
7,8,7.67,Male,$150.00,12/3/2019,10:30,L-31E,10.00,Burmese,2700
12,0,12.00,Male,$250.00,12/3/2019,10:40,L-31E,50.00,Burmese,2701
6,7,6.58,Female,$125.00,11/7/2019,18:56,L-28T,17.00,Burmese,2699
4,0,4.00,Male,$50.00,11/8/2019,21:05,L-28T,21.00,Burmese,2698
7,6,7.50,Female,$150.00,11/30/2019,18:20,L-28T,20.00,Burmese,2697
17,0,17.00,Female,$375.00,12/3/2019,18:20,Rocky Glades,125.00,Burmese,2702
7,6,7.50,Male,$150.00,12/4/2019,9:50,L-31E,15.00,Burmese,2703
9,5,9.42,Male,$175.00,12/4/2019,11:10,L-31E,24.00,Burmese,2704
8,5,8.42,Male,$150.00,12/5/2019,10:35,L-31E,18.00,Burmese,2705
7,8,7.67,Female,$150.00,9/19/2019,23:48,L-28T,15.00,Burmese,2706
8,2,8.17,Male,$150.00,9/20/2019,0:40,L-28T,15.00,Burmese,2707
4,8,4.67,Female,$75.00,12/7/2019,17:59,L-31N,5.00,Burmese,2709
8,4,8.33,Female,$150.00,10/2/2019,0:55,L-28T,16.00,Burmese,2708
8,8,8.67,Female,$175.00,11/30/2019,18:15,L-28T,37.00,Burmese,2711
5,8,5.67,Male,$100.00,11/8/2019,23:53,Rocky Glades,7.00,Burmese,2710
4,0,4.00,Female,$50.00,12/11/2019,22:46,L-31N,2.00,Burmese,2712
7,9,7.75,Male,$150.00,12/11/2019,23:28,L-31N,16.00,Burmese,2713
6,10,6.83,Male,$125.00,12/6/2019,9:10,L-31E,10.00,Burmese,2714
13,6,13.50,Male,$300.00,12/7/2019,19:00,L-31E,65.00,Burmese,2715
8,6,8.50,Male,$175.00,12/9/2019,10:10,L-28T,18.00,Burmese,2716
6,8,6.67,Male,$125.00,12/9/2019,11:40,L-28T,12.00,Burmese,2717
8,0,8.00,Male,$150.00,12/9/2019,13:40,L-28T,12.00,Burmese,2718
4,0,4.00,Male,$50.00,12/14/2019,22:15,L-31W,1.00,Burmese,2719
4,0,4.00,Female,$50.00,12/13/2019,23:46,L-31N,1.00,Burmese,2720
8,0,8.00,Male,$150.00,12/18/2019,22:17,L-31N,16.00,Burmese,2721
12,0,12.00,Female,N/A,12/26/2019,20:45,L-28T,60.00,Burmese,2722
8,6,8.50,Male,$175.00,12/31/2019,12:05,L-31E,22.00,Burmese,2723
10,8,10.67,Male,$225.00,1/1/2020,13:10,L-31E,44.00,Burmese,2724
8,7,8.58,Male,$175.00,1/2/2020,19:00,L-28T,22.00,Burmese,2725
10,7,10.58,Female,$225.00,1/2/2020,21:05,L-28T,32.00,Burmese,2726
9,6,9.50,Male,$200.00,1/2/2020,20:41,Rocky Glades,25.00,Burmese,2727
6,6,6.50,Female,$125.00,12/29/2019,21:19,Rocky Glades,8.00,Burmese,2746
7,0,7.00,Female,$125.00,11/28/2019,10:40,L-28T,,Burmese,2729
7,0,7.00,Male,$125.00,12/31/2019,9:57,L-28T,,Burmese,2728
2,6,2.50,Female,$50.00,8/7/2019,4:05,L-68,2.00,Burmese,2742
8,10,8.83,Male,$175.00,11/22/2019,14:10,L-67A,20.00,Burmese,2744
4,2,4.17,Female,$50.00,11/24/2019,21:45,L-33,4.00,Burmese,2741
7,6,7.50,Male,$150.00,11/28/2019,17:15,L-67A,12.00,Burmese,2745
10,6,10.50,Male,$225.00,1/1/2020,16:10,L-67A,32.00,Burmese,2743
3,0,3.00,Male,$50.00,9/8/2019,3:00,Rocky Glades,2.00,Burmese,2733
2,2,2.17,Male,$50.00,9/18/2019,23:00,Rocky Glades,1.00,Burmese,2731
2,7,2.58,Female,$50.00,9/20/2019,23:50,Rocky Glades,1.00,Burmese,2732
3,3,3.25,Female,$50.00,10/12/2019,23:00,Rocky Glades,2.00,Burmese,2730
3,6,3.50,Female,$50.00,10/19/2019,20:15,Rocky Glades,2.00,Burmese,2734
3,0,3.00,Female,$50.00,10/19/2019,23:10,Rocky Glades,1.00,Burmese,2735
7,4,7.33,Male,$125.00,12/5/2019,13:30,L-28T,30.00,Burmese,2736
7,9,7.75,Male,$150.00,12/20/2019,11:00,L-28T,26.00,Burmese,2737
6,6,6.50,Female,$125.00,12/20/2019,11:00,L-28T,22.00,Burmese,2738
6,4,6.33,Female,$100.00,12/20/2019,11:00,L-28T,20.00,Burmese,2739
6,3,6.25,Female,$100.00,12/20/2019,10:00,L-28T,20.00,Burmese,2740
9,7,9.58,Female,$200.00,12/27/2019,21:45,L-28T,48.00,Burmese,2749
9,8,9.67,Male,$200.00,1/13/2020,20:05,C-111,20.00,Burmese,2747
8,0,8.00,Male,$150.00,1/13/2020,21:11,C-111,10.00,Burmese,2748
7,2,7.17,Male,$125.00,1/10/2020,20:45,Rocky Glades PSGHA,10.14,Burmese,2774
7,5,7.42,Male,$125.00,1/12/2020,22:30,Rocky Glades PSGHA,12.80,Burmese,2772
6,6,6.50,Male,$125.00,1/13/2020,10:00,Everglades and Francis S. Taylor WMA,7.70,Burmese,2769
9,6,9.50,Male,$200.00,1/16/2020,23:10,Rocky Glades PSGHA,17.11,Burmese,2773
8,1,8.08,Female,$150.00,1/18/2020,1:00,Rocky Glades PSGHA,11.77,Burmese,2767
9,6,9.50,Male,$200.00,1/18/2020,11:30,Everglades and Francis S. Taylor WMA,23.59,Burmese,2771
7,2,7.17,Male,$125.00,1/19/2020,10:45,Everglades and Francis S. Taylor WMA,10.41,Burmese,2768
8,4,8.33,Male,$150.00,1/19/2020,13:45,Everglades and Francis S. Taylor WMA,13.73,Burmese,2770
5,10,5.83,Male,$100.00,1/11/2020,21:04,Rocky Glades PSGHA,4.63,Burmese,2750
7,1,7.08,Male,$125.00,1/11/2020,21:47,Rocky Glades PSGHA,8.64,Burmese,2751
7,5,7.42,Male,$125.00,1/11/2020,19:49,Rocky Glades PSGHA,9.06,Burmese,2752
4,7,4.58,Male,$75.00,1/11/2020,19:20,Frog Pond PSGHA,3.46,Burmese,2753
7,0,7.00,Male,$125.00,1/11/2020,19:00,Frog Pond PSGHA,11.13,Burmese,2754
4,0,4.00,Male,$50.00,1/16/2020,19:45,Frog Pond PSGHA,2.54,Burmese,2756
4,5,4.42,Female,$50.00,1/16/2020,20:15,Frog Pond PSGHA,2.84,Burmese,2757
9,2,9.17,Male,$175.00,1/19/2020,13:30,Everglades and Francis S. Taylor WMA,18.96,Burmese,2755
11,1,11.08,Female,$225.00,1/19/2020,11:20,Everglades and Francis S. Taylor WMA,49.38,Burmese,2758
8,4,8.33,Male,$150.00,1/10/2020,23:30,Everglades and Francis S. Taylor WMA,13.10,Burmese,2761
7,6,7.50,Female,$150.00,1/14/2020,19:30,Everglades and Francis S. Taylor WMA,10.16,Burmese,2760
8,8,8.67,Male,$175.00,1/17/2020,21:41,Everglades and Francis S. Taylor WMA,17.35,Burmese,2759
8,0,8.00,Male,$150.00,1/10/2020,17:38,Frog Pond PSGHA,15.87,Burmese,2762
8,7,8.58,Male,$175.00,1/10/2020,19:38,Rocky Glades PSGHA,18.61,Burmese,2763
12,4,12.33,Female,$250.00,1/11/2020,22:47,Everglades and Francis S. Taylor WMA,43.65,Burmese,2764
7,1,7.08,Male,$125.00,1/17/2020,19:43,Rocky Glades PSGHA,10.67,Burmese,2765
7,0,7.00,Female,$125.00,1/10/2020,17:42,Everglades and Francis S. Taylor WMA,8.38,Burmese,2766
8,6,8.50,Male,$175.00,1/19/2020,21:20,Frog Pond,16.00,Burmese,2776
8,6,8.50,Male,$175.00,1/24/2020,14:40,L-67A,16.00,Burmese,2777
9,0,9.00,Male,$175.00,1/12/2020,20:00,L-28T,19.20,Burmese,2775
9,4,9.33,Male,$175.00,1/9/2020,21:45,L-28T,35.00,Burmese,2778
10,6,10.50,Female,$225.00,1/25/2020,18:42,L-28T,45.00,Burmese,2779
9,0,9.00,Female,$175.00,1/29/2020,19:20,Frog Pond,26.00,Burmese,2780
7,0,7.00,Male,$125.00,1/29/2020,20:36,Frog Pond,12.00,Burmese,2781
9,6,9.50,Female,$200.00,2/11/2020,19:30,L-28T,24.00,Burmese,2782
9,7,9.58,Male,$200.00,2/11/2020,20:30,L-28T,25.00,Burmese,2783
8,9,8.75,Male,$175.00,2/18/2020,17:45,Rocky Glades,20.00,Burmese,2784
10,6,10.50,Female,$225.00,2/18/2020,17:46,Rocky Glades,35.00,Burmese,2785
5,7,5.58,Male,$100.00,2/18/2020,19:00,Rocky Glades,8.00,Burmese,2786
11,10,11.83,Female,$250.00,2/8/2020,13:00,Miami Canal,62.00,Burmese,2787
10,8,10.67,Male,$225.00,2/8/2020,13:25,Miami Canal,24.00,Burmese,2788
8,2,8.17,Male,$150.00,2/8/2020,16:15,Miami Canal,13.40,Burmese,2789
9,6,9.50,Female,$200.00,2/8/2020,16:15,Miami Canal,21.60,Burmese,2790
8,3,8.25,Female,$150.00,2/16/2020,12:32,Miami Canal,14.60,Burmese,2791
9,0,9.00,Male,$175.00,2/16/2020,12:35,Miami Canal,17.80,Burmese,2792
6,5,6.42,Male,$100.00,2/16/2020,16:50,Miami Canal,6.20,Burmese,2793
5,0,5.00,Female,$75.00,3/4/2020,19:15,L-28T,7.00,Burmese,2794
6,8,6.67,Male,$125.00,2/24/2020,11:30,L-29,8.00,Burmese,2795
6,11,6.92,Male,$125.00,3/2/2020,19:00,L-28T,9.00,Burmese,2796
9,7,9.58,Female,$200.00,3/9/2020,12:00,L-31E,24.00,Burmese,2797
7,0,7.00,Male,$125.00,3/16/2020,23:17,L-31E,8.00,Burmese,2799
8,8,8.67,Male,$175.00,3/13/2020,21:02,US 41,10.00,Burmese,2798
14,8,14.67,Female,$325.00,3/18/2020,22:11,L-31E,82.00,Burmese,2800
7,11,7.92,Female,$150.00,3/23/2020,10:51,L-31E,12.00,Burmese,2801
15,4,15.33,Female,$325.00,4/8/2020,19:11,L-28T,,Burmese,2802
8,6,8.50,Female,$175.00,3/24/2020,20:49,Frog Pond,,Burmese,2803
7,4,7.33,Female,$125.00,3/29/2020,21:25,C-103,,Burmese,2804
6,8,6.67,Female,$125.00,3/31/2020,20:40,Frog Pond,,Burmese,2805
5,0,5.00,Male,$75.00,4/6/2020,20:16,Frog Pond,,Burmese,2806
7,0,7.00,Female,$125.00,4/6/2020,22:21,L-31N,,Burmese,2807
7,5,7.42,Male,$125.00,4/6/2020,18:48,Frog Pond,,Burmese,2808
5,0,5.00,Male,$75.00,4/6/2020,20:08,Frog Pond,,Burmese,2809
8,2,8.17,Male,$150.00,4/8/2020,20:35,Rocky Glades,,Burmese,2810
8,1,8.08,Male,$150.00,4/13/2020,18:50,Frog Pond,,Burmese,2811
7,7,7.58,Female,$150.00,4/13/2020,19:34,L-28T,9.00,Burmese,2812
12,0,12.00,Male,$250.00,4/14/2020,20:35,L-28T,39.00,Burmese,2813
7,8,7.67,Male,$150.00,4/15/2020,21:30,C-110,,Burmese,2814
9,6,9.50,Female,$200.00,4/15/2020,22:40,L-28T,,Burmese,2815
8,0,8.00,Female,$150.00,1/17/2020,21:09,Frog Pond,,Burmese,2817
6,10,6.83,Male,$125.00,2/9/2020,8:33,Rocky Glades,,Burmese,2816
7,7,7.58,Male,$150.00,4/16/2020,20:30,L-28T,12.00,Burmese,2818
8,9,8.75,Female,$175.00,4/19/2020,21:34,L-28T,18.00,Burmese,2819
8,9,8.75,Female,$175.00,4/19/2020,21:42,L-28T,20.00,Burmese,2820
6,3,6.25,Female,$100.00,4/20/2020,20:25,Frog Pond,,Burmese,2821
6,7,6.58,Female,$125.00,4/20/2020,21:05,Rocky Glades,,Burmese,2822
4,5,4.42,Male,$50.00,4/21/2020,11:12,East Coast Buffer,,Burmese,2823
8,7,8.58,Male,$175.00,4/21/2020,21:24,Rocky Glades,24.00,Burmese,2824
9,0,9.00,Male,$175.00,4/20/2020,10:15,Frog Pond,,Burmese,2825
4,11,4.92,Male,$75.00,4/21/2020,20:59,Frog Pond,,Burmese,2826
4,8,4.67,Female,$75.00,4/22/2020,20:47,Rocky Glades,,Burmese,2827
6,9,6.75,Female,$125.00,4/22/2020,21:01,Rocky Glades,,Burmese,2828
3,0,3.00,Male,$50.00,4/22/2020,21:10,Rocky Glades,,Burmese,2829
5,9,5.75,Male,$100.00,4/24/2020,0:27,L-28T,5.00,Burmese,2830
7,7,7.58,Male,$150.00,4/24/2020,3:24,L-28T,8.00,Burmese,2831
9,6,9.50,Female,$200.00,4/23/2020,21:50,L-28T,,Burmese,2832
8,10,8.83,Female,$175.00,4/24/2020,0:30,L-28T,,Burmese,2833
6,11,6.92,Female,$125.00,4/24/2020,20:45,Rocky Glades,,Burmese,2834
8,7,8.58,Male,$175.00,4/23/2020,22:33,L-31W,,Burmese,2835
7,4,7.33,Male,$125.00,4/23/2020,20:18,Rocky Glades,,Burmese,2836
5,0,5.00,Male,$75.00,4/26/2020,22:18,Rocky Glades,,Burmese,2837
5,2,5.17,Female,$75.00,4/13/2020,21:26,L-31E,,Burmese,2838
4,10,4.83,Female,$75.00,4/20/2020,23:51,Rocky Glades,,Burmese,2839
6,6,6.50,Male,$125.00,4/23/2020,21:01,Rocky Glades,,Burmese,2840
7,10,7.83,Male,$150.00,4/24/2020,21:18,L-31E,,Burmese,2841
3,6,3.50,Male,$50.00,4/24/2020,22:10,L-31E,,Burmese,2842
5,2,5.17,Male,$75.00,4/27/2020,21:11,Rocky Glades,,Burmese,2843
10,7,10.58,Male,$225.00,4/23/2020,20:59,L-31N,,Burmese,2844
7,9,7.75,Male,$150.00,4/21/2020,22:49,L-67A,10.00,Burmese,2846
8,0,8.00,Male,$150.00,4/21/2020,23:38,L-67A,10.00,Burmese,2847
4,7,4.58,Female,$75.00,4/29/2020,22:49,L-30,3.00,Burmese,2845
4,9,4.75,Female,$75.00,5/3/2020,19:46,Rocky Glades,,Burmese,2848
5,1,5.08,Female,$0.00,5/5/2020,23:20,L-33,3.00,Burmese,2849
6,7,6.58,Male,$125.00,5/9/2020,20:50,Rocky Glades,,Burmese,2850
9,0,9.00,Female,$175.00,5/8/2020,23:10,L-28T,,Burmese,2851
7,11,7.92,Female,$150.00,5/8/2020,23:25,L-28T,,Burmese,2852
7,11,7.92,Male,$150.00,5/9/2020,22:50,L-28T,,Burmese,2853
5,3,5.25,Female,$75.00,5/10/2020,0:10,L-28T,,Burmese,2854
4,7,4.58,Male,$75.00,5/10/2020,0:28,L-28T,,Burmese,2855
5,1,5.08,Female,$75.00,5/5/2020,21:13,L-28T,3.00,Burmese,2856
5,6,5.50,Male,$100.00,5/5/2020,21:17,L-28T,4.00,Burmese,2857
7,1,7.08,Male,$125.00,5/6/2020,0:05,L-28T,8.00,Burmese,2858
8,1,8.08,Female,$150.00,5/6/2020,0:14,L-28T,13.00,Burmese,2859
7,8,7.67,Female,$150.00,5/11/2020,19:21,L-28T,,Burmese,2860
4,11,4.92,Female,$75.00,5/12/2020,20:10,Rocky Glades,3.00,Burmese,2861
7,7,7.58,Female,$150.00,5/13/2020,21:33,C-103,,Burmese,2862
4,4,4.33,Male,$50.00,5/13/2020,22:00,Rocky Glades,,Burmese,2863
7,6,7.50,Female,$150.00,5/11/2020,21:25,Rocky Glades,,Burmese,2864
3,1,3.08,Female,$50.00,5/7/2020,21:16,L-28T,1.00,Burmese,2865
6,7,6.58,Female,$125.00,5/12/2020,19:59,L-28T,7.00,Burmese,2866
7,3,7.25,Male,$125.00,5/12/2020,20:59,L-28T,10.00,Burmese,2867
3,7,3.58,Female,$50.00,5/12/2020,21:49,L-28T,2.00,Burmese,2868
